25.837687217,86.2068965517,,,RH,,DTFS,,,,185,90,275,,,,
28.021595263,89.6551724138,IR,RMP,,,DTFS,,,,250,190,440,,,,
24.1274817137,86.2068965517,,RMP,,,DTFS,,,,186,29,215,,,,
25.7331940091,86.2068965517,IR,,,,DTFS,,,,187,87,274,,,,
24.7544409613,86.2068965517,,,,,DTFS,,,,196,49,245,,,,
28.4360849878,86.2068965517,IR,RMP,RH,ST,,,,,118,199,317,,,,
25.5555555556,86.2068965517,,RMP,RH,ST,,,,,165,79,244,,,,
33.6154649948,86.2068965517,IR,,RH,ST,,,,,166,248,414,,,,
25.1097178683,86.2068965517,,,RH,ST,,,,,188,65,253,,,,
28.6381051898,86.2068965517,IR,RMP,,ST,,,,,167,206,373,,,,
25.9735283873,86.2068965517,,RMP,,ST,,,,,189,95,284,,,,
26.5865552072,86.2068965517,IR,,,ST,,,,,190,120,310,,,,
23.1556948798,86.2068965517,,,,ST,,,,,197,8,205,,,,
33.1626610937,86.2068965517,IR,RMP,RH,,,,,,168,245,413,,,,
34.4305120167,86.2068965517,,RMP,RH,,,,,,191,252,443,,,,
32.4973876698,89.6551724138,IR,,RH,,,,,,254,241,495,,,,
23.7234413097,86.2068965517,,,RH,,,,,,198,17,215,,,,
32.4939045629,86.2068965517,IR,RMP,,,,,,,192,240,432,,,,
23.2462556601,86.2068965517,,RMP,,,,,,,199,10,209,,,,
22.6227795193,86.2068965517,IR,,,,,,,,200,4,204,,,,
